"age","phd","educ","logwage","hs","somecoll","college","ma","govt"
43,0,12,2.95651156040071,1,0,0,0,0
33,0,14,3.28581530754331,0,1,0,0,0
49,0,12,3.09627350277587,1,0,0,0,1
31,0,16,3.76744177661704,0,0,1,0,0
37,0,14,2.40312632221592,0,1,0,0,0
37,0,16,3.17965511171492,0,0,1,0,0
33,0,12,3.14091428339849,1,0,0,0,0
32,0,12,1.38629436111989,1,0,0,0,0
32,0,13,3.27496529151924,0,1,0,0,0
40,0,16,3.83890074059918,0,0,1,0,0
30,0,14,3.36197666850887,0,1,0,0,1
43,0,12,2.85115104474288,1,0,0,0,0
43,0,16,3.36197666850887,0,0,1,0,0
33,0,12,2.59983661646198,1,0,0,0,0
33,0,12,2.26336437984076,1,0,0,0,0
42,0,16,3.05182174020503,0,0,1,0,0
32,0,12,3.38069886011381,1,0,0,0,0
33,0,14,2.95651156040071,0,1,0,0,1
42,0,14,1.38629436111989,0,1,0,0,0
42,0,12,3.83198029775461,1,0,0,0,0
32,0,13,3.44201937618241,0,1,0,0,0
34,0,16,3.76744177661704,0,0,1,0,0
34,0,18,3.51612734833613,0,0,0,1,0
34,0,12,2.26336437984076,1,0,0,0,0
35,0,13,3.09627350277587,0,1,0,0,0
35,0,13,4.51465617844726,0,1,0,0,0
50,0,14,3.83198029775461,0,1,0,0,0
41,0,18,3.64965874096066,0,0,0,1,0
34,0,16,3.80023159944003,0,0,1,0,0
36,0,13,1.38629436111989,0,1,0,0,0
34,0,16,4.05512384906882,0,0,1,0,0
47,0,16,3.39892723312762,0,0,1,0,0
48,0,16,3.64965874096066,0,0,1,0,0
36,0,16,1.38629436111989,0,0,1,0,0
43,0,12,2.39219725168373,1,0,0,0,0
37,0,18,3.75456017983028,0,0,0,1,0
45,0,16,2.22946282816508,0,0,1,0,0
49,0,16,1.38629436111989,0,0,1,0,0
31,0,12,2.66882948794893,1,0,0,0,0
46,0,13,4.02122229739314,0,1,0,0,0
46,0,18,4.3618541164913,0,0,0,1,0
39,1,20,3.33151746102417,0,0,0,0,0
47,0,18,3.87280229227486,0,0,0,1,0
31,1,20,3.77749211247054,0,0,0,0,0
46,0,12,1.38629436111989,1,0,0,0,0
41,0,12,2.93119375241642,1,0,0,0,1
45,0,16,4.56594947283481,0,0,1,0,0
38,0,13,3.76744177661704,0,1,0,0,0
33,0,12,3.14191478373207,1,0,0,0,1
35,0,16,3.29298379702192,0,0,1,0,0
40,0,14,1.38629436111989,0,1,0,0,0
43,0,13,2.72457950305342,0,1,0,0,0
31,0,12,2.35867455964509,1,0,0,0,0
37,1,20,4.05512384906882,0,0,0,0,0
35,0,16,3.4673371841667,0,0,1,0,0
45,0,16,1.38629436111989,0,0,1,0,0
31,0,16,2.71534950358382,0,0,1,0,0
31,0,16,3.56742064272368,0,0,1,0,0
49,0,18,4.13516655674236,0,0,0,1,0
39,0,16,4.3428059215206,0,0,1,0,0
44,0,16,3.47232472567774,0,0,1,0,0
42,0,14,1.38629436111989,0,1,0,0,0
31,0,16,3.07429459605709,0,0,1,0,0
31,0,12,2.53142666542289,1,0,0,0,0
30,0,12,2.30258509299405,1,0,0,0,0
34,0,12,1.38629436111989,1,0,0,0,0
44,0,18,3.8607297110406,0,0,0,1,0
34,0,13,2.17375222115108,0,1,0,0,0
39,0,18,3.66986144827817,0,0,0,1,0
49,0,16,3.55534806148941,0,0,1,0,0
42,0,14,2.45752039428172,0,1,0,0,0
34,0,14,2.878550018931,0,1,0,0,0
39,0,16,3.36197666850887,0,0,1,0,0
49,0,18,4.09594584358907,0,0,0,1,0
39,1,20,4.78463867379964,0,0,0,0,0
37,0,18,3.9215924564443,0,0,0,1,0
36,0,16,1.38629436111989,0,0,1,0,0
38,0,13,1.38629436111989,0,1,0,0,0
37,0,16,3.64965874096066,0,0,1,0,0
50,0,12,3.05182174020503,1,0,0,0,1
31,0,12,2.7333680090865,1,0,0,0,0
32,0,13,2.90521826601316,0,1,0,0,1
37,0,16,3.69376943940813,0,0,1,0,0
45,0,14,2.82298016777619,0,1,0,0,0
48,0,14,2.95651156040071,0,1,0,0,0
31,0,12,1.38629436111989,1,0,0,0,0
31,0,12,2.01490302054226,1,0,0,0,1
32,0,18,3.90343926173675,0,0,0,1,0
47,0,16,3.80023159944003,0,0,1,0,0
34,0,12,2.82583323675859,1,0,0,0,0
48,0,16,3.17965511171492,0,0,1,0,0
43,0,12,2.12026353620009,1,0,0,0,1
37,0,12,2.76413966775325,1,0,0,0,1
36,0,12,2.93119375241642,1,0,0,0,0
49,0,12,2.90521826601316,1,0,0,0,1
38,0,16,3.75626847601891,0,0,1,0,0
30,0,12,2.44568593663472,1,0,0,0,0
48,0,12,2.79399263090294,1,0,0,0,0
40,0,12,1.97568230738898,1,0,0,0,0
39,0,12,2.27441421602735,1,0,0,0,0
45,0,13,3.64965874096066,0,1,0,0,1
46,0,13,2.80336038090653,0,1,0,0,0
41,0,13,3.32423634052603,0,1,0,0,0
34,0,18,2.69414729593322,0,0,0,1,0
37,1,20,1.38629436111989,0,0,0,0,0
31,0,16,3.11777970799683,0,0,1,0,0
36,1,20,3.87280229227486,0,0,0,0,0
32,0,16,3.36197666850887,0,0,1,0,0
43,0,13,2.7923573075622,0,1,0,0,0
34,0,18,3.59250032712071,0,0,0,1,1
42,1,20,5.41324733322201,0,0,0,0,0
48,0,16,3.74459006112794,0,0,1,0,0
45,0,16,3.17965511171492,0,0,1,0,0
41,0,16,3.45120780223682,0,0,1,0,0
44,0,12,3.06472514504094,1,0,0,0,0
38,0,12,3.17965511171492,1,0,0,0,0
35,1,20,3.8344771779532,0,0,0,0,0
49,0,18,3.87280229227486,0,0,0,1,0
47,0,18,4.16048436472665,0,0,0,1,0
36,0,16,3.59250032712071,0,0,1,0,0
38,0,13,3.17965511171492,0,1,0,0,0
37,0,16,4.56594947283481,0,0,1,0,0
44,0,18,3.64965874096066,0,0,0,1,0
48,0,16,3.55809154743516,0,0,1,0,0
48,0,16,4.0036823955581,0,0,1,0,0
45,0,12,2.85115104474288,1,0,0,0,0
31,0,16,3.07429459605709,0,0,1,0,0
37,0,16,3.39834431267975,0,0,1,0,0
40,1,20,4.05512384906882,0,0,0,0,0
38,0,16,1.38629436111989,0,0,1,0,0
44,0,18,3.4673371841667,0,0,0,1,1
43,0,16,4.58792837955359,0,0,1,0,0
43,0,16,3.69844890513009,0,0,1,0,0
44,0,16,3.20782598868162,0,0,1,0,0
42,0,18,3.82780492634413,0,0,0,1,0
43,0,18,3.91202300542815,0,0,0,1,0
35,0,16,3.58512021982308,0,0,1,0,1
48,0,13,1.38629436111989,0,1,0,0,0
47,0,16,4.09594584358907,0,0,1,0,0
43,0,16,3.36197666850887,0,0,1,0,0
44,0,16,3.68887945411394,0,0,1,0,0
42,0,12,3.13883311719466,1,0,0,0,0
41,0,14,3.48260465629749,0,1,0,0,0
47,0,16,4.19970507787993,0,0,1,0,0
48,0,16,4.22217793373199,0,0,1,0,0
47,0,16,4.27826740038303,0,0,1,0,0
46,0,16,3.87280229227486,0,0,1,0,0
41,0,12,2.77258872223978,1,0,0,0,1
36,0,12,2.26336437984076,1,0,0,0,0
46,0,14,4.1729068847252,0,1,0,0,0
46,0,18,4.16547190623769,0,0,0,1,0
45,0,16,4.94324370397628,0,0,1,0,0
36,0,12,3.96811247207919,1,0,0,0,0
42,0,16,3.35360841883836,0,0,1,0,0
50,0,16,4.05512384906882,0,0,1,0,0
41,0,18,4.13516655674236,0,0,0,1,0
50,0,16,4.11966237020639,0,0,1,0,0
43,0,18,1.38629436111989,0,0,0,1,0
48,0,18,4.27826740038303,0,0,0,1,0
42,0,12,1.38629436111989,1,0,0,0,0
40,0,16,3.74496892076498,0,0,1,0,0
41,0,12,3.17965511171492,1,0,0,0,0
40,0,13,3.12356564506388,0,1,0,0,0
42,0,14,3.66070857714724,0,1,0,0,0
31,0,13,3.29637938602306,0,1,0,0,1
47,0,12,2.87225304535273,1,0,0,0,0
40,0,13,2.86950018341108,0,1,0,0,0
47,1,20,3.5983654465731,0,0,0,0,0
33,0,18,3.77298195699265,0,0,0,1,0
41,0,18,2.81341071676004,0,0,0,1,0
30,0,18,2.82037938607613,0,0,0,1,0
43,0,12,2.85115104474288,1,0,0,0,0
42,0,14,3.64965874096066,0,1,0,0,0
33,0,13,1.38629436111989,0,1,0,0,0
47,0,13,3.05182174020503,0,1,0,0,0
43,0,16,5.72910028264049,0,0,1,0,0
30,0,16,2.96893408039927,0,0,1,0,0
45,0,13,2.95651156040071,0,1,0,0,0
37,0,13,3.65974286002728,0,1,0,0,0
49,0,13,1.95320945153692,0,1,0,0,0
47,0,12,3.62434093297637,1,0,0,0,0
47,0,13,3.48713981146288,0,1,0,0,0
48,0,14,3.58512021982308,0,1,0,0,0
40,0,13,3.06187207605854,0,1,0,0,0
44,0,12,2.72639933977041,1,0,0,0,0
43,0,13,4.24551461391122,0,1,0,0,0
30,0,14,2.95651156040071,0,1,0,0,0
30,0,14,2.02694560132653,0,1,0,0,0
33,0,13,3.39476649133186,0,1,0,0,1
50,1,20,4.27826740038303,0,0,0,0,0
45,0,12,1.38629436111989,1,0,0,0,0
44,0,12,2.66882948794893,1,0,0,0,0
50,0,14,3.07429459605709,0,1,0,0,1
49,0,12,1.38629436111989,1,0,0,0,0
46,0,14,2.99573227355399,0,1,0,0,1
49,0,12,2.30258509299405,1,0,0,0,0
31,0,12,2.66882948794893,1,0,0,0,0
31,0,12,2.68535878990014,1,0,0,0,0
46,0,16,3.87280229227486,0,0,1,0,0
35,0,18,2.95651156040071,0,0,0,1,1
50,0,16,2.76716538866979,0,0,1,0,1
49,0,12,3.02217444919999,1,0,0,0,0
34,0,16,2.95651156040071,0,0,1,0,0
49,0,12,3.1994577390111,1,0,0,0,1
43,0,12,3.36197666850887,1,0,0,0,0
37,0,12,2.95651156040071,1,0,0,0,0
31,0,13,1.97568230738898,0,1,0,0,0
35,0,12,3.27496529151924,1,0,0,0,0
41,0,12,2.82298016777619,1,0,0,0,1
36,0,16,2.66882948794893,0,0,1,0,1
34,0,12,2.88756630682763,1,0,0,0,0
40,0,12,2.68557734525015,1,0,0,0,0
46,0,18,3.73766961828337,0,0,0,1,0
33,0,18,2.97631418769689,0,0,0,1,0
34,0,16,3.29298379702192,0,0,1,0,0
31,0,14,3.02883222198034,0,1,0,0,0
44,0,16,3.39322921201298,0,0,1,0,1
46,0,16,3.4673371841667,0,0,1,0,0
46,0,12,2.07944154167984,1,0,0,0,0
31,0,16,3.08274365054362,0,0,1,0,0
43,0,18,3.25661615285105,0,0,0,1,1
30,0,16,2.95651156040071,0,0,1,0,0
48,0,12,2.82298016777619,1,0,0,0,0
48,0,16,4.24749574171628,0,0,1,0,0
40,0,16,3.42651518964645,0,0,1,0,0
45,0,16,2.86120138059639,0,0,1,0,1
35,0,13,3.09004295302523,0,1,0,0,0
49,0,12,3.27496529151924,1,0,0,0,1
46,0,14,3.42651518964645,0,1,0,0,0
35,0,12,2.67987932413551,1,0,0,0,0
38,0,13,2.878550018931,0,1,0,0,1
45,0,12,3.17965511171492,1,0,0,0,0
42,0,14,3.15718225586286,0,1,0,0,0
44,0,16,3.9215924564443,0,0,1,0,0
39,0,13,2.04022082852655,0,1,0,0,0
44,0,13,2.38114741549715,0,1,0,0,0
46,0,14,3.325609024338,0,1,0,0,0
42,0,12,3.2188758248682,1,0,0,0,0
35,0,13,3.07429459605709,0,1,0,0,1
36,0,13,3.69048073548091,0,1,0,0,0
30,0,16,2.33383763649815,0,0,1,0,0
31,0,16,2.48650793115497,0,0,1,0,0
42,0,18,3.06187207605854,0,0,0,1,1
42,0,14,3.02883222198034,0,1,0,0,0
33,0,16,3.53031198332809,0,0,1,0,1
46,0,12,1.93486031286873,1,0,0,0,0
40,0,18,3.09627350277587,0,0,0,1,1
43,0,12,2.66882948794893,1,0,0,0,0
33,0,12,3.13883311719466,1,0,0,0,0
36,0,16,2.7333680090865,0,0,1,0,1
34,0,12,3.82554940742432,1,0,0,0,0
35,0,14,2.77419000360676,0,1,0,0,0
46,0,13,2.14558134418438,0,1,0,0,0
45,0,13,3.85259958495735,0,1,0,0,0
42,0,16,3.44201937618241,0,0,1,0,0
32,0,16,2.20273975802433,0,0,1,0,0
43,0,18,1.38629436111989,0,0,0,1,0
41,0,16,2.85115104474288,0,0,1,0,1
40,0,18,3.87280229227486,0,0,0,1,0
32,0,14,2.14558134418438,0,1,0,0,0
48,0,16,3.64965874096066,0,0,1,0,1
44,0,16,2.98468243736741,0,0,1,0,0
45,0,13,1.38629436111989,0,1,0,0,0
42,0,13,3.15575168763336,0,1,0,0,0
37,0,13,3.02883222198034,0,1,0,0,0
30,0,16,3.00530172457014,0,0,1,0,0
31,0,13,2.34032542097689,0,1,0,0,0
47,0,16,1.38629436111989,0,0,1,0,0
50,0,12,3.13883311719466,1,0,0,0,0
46,0,16,3.89651881889218,0,0,1,0,0
42,0,13,1.38629436111989,0,1,0,0,0
30,0,16,3.27496529151924,0,0,1,0,0
34,0,14,2.59983661646198,0,1,0,0,1
40,0,14,3.4673371841667,0,1,0,0,0
43,0,16,2.82298016777619,0,0,1,0,0
50,0,12,2.15800386418294,1,0,0,0,1
36,0,13,2.7333680090865,0,1,0,0,0
45,1,20,4.3428059215206,0,0,0,0,0
45,0,16,1.38629436111989,0,0,1,0,0
37,0,12,2.44568593663472,1,0,0,0,0
34,0,13,3.05182174020503,0,1,0,0,0
42,0,13,2.44568593663472,0,1,0,0,0
37,0,13,2.66882948794893,0,1,0,0,0
46,0,12,2.95651156040071,1,0,0,0,0
34,0,16,3.99426110366512,0,0,1,0,0
37,0,18,3.82501162843852,0,0,0,1,0
43,0,16,3.30481825466893,0,0,1,0,0
41,0,16,3.26666648870455,0,0,1,0,0
47,0,12,2.7927914295573,1,0,0,0,0
38,0,13,3.97264762724458,0,1,0,0,0
46,0,13,1.38629436111989,0,1,0,0,0
40,0,12,2.93119375241642,1,0,0,0,0
42,0,12,2.69414729593322,1,0,0,0,0
30,0,12,2.70805020110221,1,0,0,0,0
45,0,12,2.90772139623128,1,0,0,0,0
50,0,16,4.11454726953962,0,0,1,0,0
40,0,16,2.85115104474288,0,0,1,0,0
47,0,16,3.13716506009397,0,0,1,0,0
44,0,12,3.51612734833613,1,0,0,0,0
39,0,16,3.5098967985855,0,0,1,0,1
34,0,16,3.39476649133186,0,0,1,0,0
42,0,12,2.49975315790499,1,0,0,0,0
43,0,18,3.08618938370924,0,0,0,1,0
31,0,12,3.02417020887452,1,0,0,0,0
36,0,16,4.19409562427164,0,0,1,0,0
44,0,16,3.07429459605709,0,0,1,0,0
33,0,16,2.95651156040071,0,0,1,0,0
36,0,13,3.75501925661848,0,1,0,0,1
37,0,12,3.05182174020503,1,0,0,0,1
47,0,13,3.83198029775461,0,1,0,0,0
39,0,14,3.12435379592983,0,1,0,0,0
49,0,12,2.85115104474288,1,0,0,0,0
30,0,13,2.38114741549715,0,1,0,0,0
39,0,13,2.66882948794893,0,1,0,0,1
40,0,12,3.16795493076668,1,0,0,0,0
34,0,14,3.44201937618241,0,1,0,0,0
34,0,16,3.96811247207919,0,0,1,0,0
47,0,18,3.77749211247054,0,0,0,1,0
44,0,14,3.93734081341244,0,1,0,0,0
39,0,14,3.17965511171492,0,1,0,0,1
39,0,16,3.51929692309741,0,0,1,0,0
43,0,18,3.48713981146288,0,0,0,1,0
43,0,18,3.36197666850887,0,0,0,1,0
41,0,13,2.95651156040071,0,1,0,0,1
50,0,13,2.66882948794893,0,1,0,0,0
37,0,14,1.38629436111989,0,1,0,0,0
37,0,16,3.02887873252661,0,0,1,0,0
30,0,13,2.7228967092192,0,1,0,0,0
45,0,12,2.89700818475279,1,0,0,0,0
46,1,20,3.28419896746619,0,0,0,0,0
48,1,20,2.00100011537327,0,0,0,0,0
40,0,16,3.51612734833613,0,0,1,0,0
41,0,13,2.89767106037778,0,1,0,0,0
50,0,12,2.7333680090865,1,0,0,0,1
43,0,12,1.38629436111989,1,0,0,0,0
49,0,12,3.2188758248682,1,0,0,0,0
35,0,12,1.93486031286873,1,0,0,0,0
44,0,16,3.94976333341099,0,0,1,0,0
40,0,13,2.5634689722911,0,1,0,0,1
36,0,16,3.00530172457014,0,0,1,0,0
46,0,14,2.26336437984076,0,1,0,0,1
36,0,13,2.16538397148056,0,1,0,0,0
34,0,12,3.63391038399252,1,0,0,0,0
33,0,12,1.70374859190534,1,0,0,0,0
40,0,12,2.26336437984076,1,0,0,0,0
50,0,16,2.21207108545321,0,0,1,0,1
50,0,12,2.59983661646198,1,0,0,0,0
48,0,13,3.1994577390111,0,1,0,0,1
50,0,14,3.51612734833613,0,1,0,0,1
40,1,20,1.38629436111989,0,0,0,0,0
48,0,14,3.17965511171492,0,1,0,0,0
31,0,12,1.38629436111989,1,0,0,0,0
40,0,13,2.11093220877121,0,1,0,0,0
45,0,12,2.05127066471314,1,0,0,0,0
36,0,14,2.85115104474288,0,1,0,0,1
48,0,12,2.26336437984076,1,0,0,0,0
41,0,13,1.38629436111989,0,1,0,0,0
50,0,13,3.29298379702192,0,1,0,0,0
43,0,14,3.75626847601891,0,1,0,0,0
44,0,14,1.38629436111989,0,1,0,0,0
34,0,13,1.38629436111989,0,1,0,0,1
32,0,12,2.59983661646198,1,0,0,0,0
45,0,12,2.35867455964509,1,0,0,0,0
42,0,12,3.1594524043974,1,0,0,0,0
50,0,14,1.38789564248686,0,1,0,0,0
50,0,12,3.63758615972639,1,0,0,0,0
35,0,12,3.07429459605709,1,0,0,0,0
43,0,12,2.98681690989604,1,0,0,0,0
35,0,18,4.18028699202283,0,0,0,1,0
33,0,13,3.80048163069524,0,1,0,0,0
40,0,18,3.87280229227486,0,0,0,1,0
49,0,16,3.87280229227486,0,0,1,0,1
43,1,20,4.05512384906882,0,0,0,0,1
47,1,20,3.27496529151924,0,0,0,0,1
50,0,16,2.39789527279837,0,0,1,0,0
41,0,14,1.38629436111989,0,1,0,0,0
41,0,18,2.90099885047045,0,0,0,1,1
50,0,14,3.05182174020503,0,1,0,0,0
34,0,16,3.61143752814046,0,0,1,0,1
32,0,16,3.32807511683319,0,0,1,0,1
49,0,16,1.38629436111989,0,0,1,0,0
32,1,20,2.69868245109861,0,0,0,0,1
39,0,18,3.58778333724257,0,0,0,1,1
31,0,18,2.90521826601316,0,0,0,1,1
50,0,12,1.38629436111989,1,0,0,0,0
45,0,16,3.09627350277587,0,0,1,0,0
50,0,14,3.91202300542815,0,1,0,0,0
33,0,16,2.17475172148416,0,0,1,0,1
46,1,20,3.21502225555221,0,0,0,0,1
31,0,14,3.58512021982308,0,1,0,0,0
34,0,12,3.2188758248682,1,0,0,0,0
41,0,13,2.878550018931,0,1,0,0,0
50,0,12,2.8119303315896,1,0,0,0,0
48,0,16,2.48650793115497,0,0,1,0,0
43,0,18,3.35240721749272,0,0,0,1,1
39,0,16,3.91202300542815,0,0,1,0,0
41,0,12,2.66882948794893,1,0,0,0,0
49,0,16,4.51465617844726,0,0,1,0,0
36,0,16,4.3428059215206,0,0,1,0,0
48,0,18,3.64965874096066,0,0,0,1,1
34,0,12,3.57708804812582,1,0,0,0,0
31,0,14,2.66882948794893,0,1,0,0,0
41,0,14,3.27496529151924,0,1,0,0,0
31,0,13,1.38629436111989,0,1,0,0,0
46,0,18,3.25661615285105,0,0,0,1,1
47,0,12,3.36197666850887,1,0,0,0,0
47,0,18,3.31068337412132,0,0,0,1,0
37,1,20,3.96811247207919,0,0,0,0,1
38,0,12,3.17965511171492,1,0,0,0,0
39,0,12,2.66882948794893,1,0,0,0,0
36,0,12,2.72539983943732,1,0,0,0,0
39,0,14,2.26336437984076,0,1,0,0,0
35,0,13,2.95651156040071,0,1,0,0,0
34,0,16,2.93119375241642,0,0,1,0,1
41,0,16,3.2188758248682,0,0,1,0,0
31,0,12,1.80180980508156,1,0,0,0,0
37,0,12,2.90521826601316,1,0,0,0,0
48,0,12,2.93119375241642,1,0,0,0,0
39,0,14,2.66882948794893,0,1,0,0,0
40,1,20,4.13516655674236,0,0,0,0,0
42,0,12,1.38629436111989,1,0,0,0,0
39,0,16,3.09627350277587,0,0,1,0,0
37,0,12,4.09594584358907,1,0,0,0,0
39,0,16,2.26336437984076,0,0,1,0,0
50,0,18,3.11351530921037,0,0,0,1,0
37,0,12,2.44568593663472,1,0,0,0,0
30,0,12,2.62103882411258,1,0,0,0,0
39,0,14,3.50655789731998,0,1,0,0,0
43,0,12,3.12356564506388,1,0,0,0,0
39,0,12,2.59983661646198,1,0,0,0,1
30,1,20,3.17965511171492,0,0,0,0,1
46,1,20,2.95651156040071,0,0,0,0,0
33,0,16,4.11181919274536,0,0,1,0,0
41,0,16,3.58513355306753,0,0,1,0,0
37,0,13,3.75787232560089,0,1,0,0,0
47,1,20,1.49165487677772,0,0,0,0,0
34,0,12,1.38629436111989,1,0,0,0,0
49,0,16,4.03985637693803,0,0,1,0,0
43,0,12,3.36197666850887,1,0,0,0,1
46,1,20,4.81280955076634,0,0,0,0,0
43,0,12,2.98120417299108,1,0,0,0,0
31,0,13,1.50959257746438,0,1,0,0,0
31,0,13,2.16805420003644,0,1,0,0,1
46,0,18,4.04843486091802,0,0,0,1,0
45,0,16,3.06187207605854,0,0,1,0,0
41,0,16,4.09594584358907,0,0,1,0,0
47,0,16,2.35867455964509,0,0,1,0,0
31,0,12,3.00530172457014,1,0,0,0,0
36,0,13,2.35867455964509,0,1,0,0,1
48,0,16,4.16048436472665,0,0,1,0,0
34,0,13,2.71761965211836,0,1,0,0,0
30,0,16,1.90668943590203,0,0,1,0,0
44,0,16,4.25579454453097,0,0,1,0,0
45,1,20,4.20927452889608,0,0,0,0,0
40,0,16,3.56264736397103,0,0,1,0,0
36,0,18,3.64965874096066,0,0,0,1,0
39,0,16,4.25579454453097,0,0,1,0,0
42,0,16,3.83198029775461,0,0,1,0,0
36,0,12,2.87312995146166,1,0,0,0,0
50,0,14,3.07429459605709,0,1,0,0,0
38,0,16,3.39476649133186,0,0,1,0,1
41,0,16,1.38629436111989,0,0,1,0,0
39,0,13,3.29298379702192,0,1,0,0,0
33,0,13,2.30258509299405,0,1,0,0,1
40,0,12,2.01490302054226,1,0,0,0,0
50,0,16,3.68043039962741,0,0,1,0,1
46,0,14,3.32807511683319,0,1,0,0,0
30,0,16,3.07429459605709,0,0,1,0,1
38,0,12,2.40312632221592,1,0,0,0,0
49,0,14,2.91729084724743,0,1,0,0,0
31,0,16,2.13553100833088,0,0,1,0,1
38,0,12,2.59983661646198,1,0,0,0,1
32,0,12,3.44201937618241,1,0,0,0,1
43,0,12,1.38629436111989,1,0,0,0,0
44,0,16,3.29298379702192,0,0,1,0,0
35,0,13,3.25661615285105,0,1,0,0,0
45,0,13,3.41076683267831,0,1,0,0,0
31,0,13,4.37357758018735,0,1,0,0,0
37,0,12,3.2188758248682,1,0,0,0,0
38,0,16,3.87280229227486,0,0,1,0,0
40,0,18,3.71028336277709,0,0,0,1,0
34,0,12,2.15800386418294,1,0,0,0,0
50,0,12,3.32807511683319,1,0,0,0,0
40,0,12,3.42563645496776,1,0,0,0,0
35,0,18,3.02883222198034,0,0,0,1,1
34,0,12,2.26336437984076,1,0,0,0,0
32,0,13,3.51612734833613,0,1,0,0,0
33,0,13,3.41481914988325,0,1,0,0,0
33,0,12,2.15800386418294,1,0,0,0,0
47,0,14,3.07429459605709,0,1,0,0,0
41,0,18,3.90763733403899,0,0,0,1,0
41,0,12,3.27496529151924,1,0,0,0,0
39,0,14,3.13883311719466,0,1,0,0,0
43,0,16,3.09004295302523,0,0,1,0,0
46,0,12,3.76744177661704,1,0,0,0,0
33,0,14,2.71761965211836,0,1,0,0,0
35,0,13,2.51226042725739,0,1,0,0,0
43,0,16,3.09625176340914,0,0,1,0,0
39,0,12,2.81341071676004,1,0,0,0,0
33,0,16,3.42651518964645,0,0,1,0,1
40,0,12,2.44568593663472,1,0,0,0,0
33,0,18,3.42651518964645,0,0,0,1,1
50,0,13,2.23804657185647,0,1,0,0,0
43,1,20,3.44923140212826,0,0,0,0,1
32,0,12,1.83258146374831,1,0,0,0,0
34,0,13,4.05512384906882,0,1,0,0,0
43,0,16,1.38629436111989,0,0,1,0,0
47,0,12,2.95651156040071,1,0,0,0,0
47,0,13,3.51612734833613,0,1,0,0,1
31,0,12,3.44201937618241,1,0,0,0,1
45,0,16,3.64965874096066,0,0,1,0,1
41,0,18,4.17372959147667,0,0,0,1,0
37,0,12,2.67987932413551,1,0,0,0,0
38,0,14,3.42651518964645,0,1,0,0,0
37,0,14,2.40312632221592,0,1,0,0,1
46,0,14,3.2188758248682,0,1,0,0,0
41,1,20,3.71865161244761,0,0,0,0,0
32,0,13,2.8119303315896,0,1,0,0,0
37,0,16,3.36197666850887,0,0,1,0,0
50,0,13,3.07429459605709,0,1,0,0,0
39,0,13,1.98138032850362,0,1,0,0,0
40,0,12,1.96954587085662,1,0,0,0,0
44,0,12,3.32115467398862,1,0,0,0,0
45,0,12,3.42651518964645,1,0,0,0,0
37,0,13,2.68824757380603,0,1,0,0,0
38,0,12,2.95651156040071,1,0,0,0,0
35,0,12,2.04022082852655,1,0,0,0,0
43,0,13,2.76413966775325,0,1,0,0,1
38,0,12,2.59983661646198,1,0,0,0,0
49,0,12,2.76413966775325,1,0,0,0,0
50,0,12,2.99573227355399,1,0,0,0,0
44,0,13,2.30258509299405,0,1,0,0,0
42,0,12,2.66882948794893,1,0,0,0,0
38,0,12,2.35867455964509,1,0,0,0,0
47,0,13,3.2188758248682,0,1,0,0,1
48,0,14,3.58512021982308,0,1,0,0,0
39,0,16,3.58512021982308,0,0,1,0,1
31,0,12,2.21207108545321,1,0,0,0,0
46,0,12,2.44843697000661,1,0,0,0,0
45,0,12,2.20727491318972,1,0,0,0,0
44,0,12,4.23205590857834,1,0,0,0,1
48,0,18,3.87280229227486,0,0,0,1,0
47,0,18,3.64965874096066,0,0,0,1,0
42,0,12,3.09417234636724,1,0,0,0,0
31,0,13,1.6094379124341,0,1,0,0,0
33,0,13,2.66882948794893,0,1,0,0,0
45,0,18,4.15379537657585,0,0,0,1,1
32,0,13,3.6088367464404,0,1,0,0,1
36,0,13,3.01208141155552,0,1,0,0,0
40,0,14,3.58512021982308,0,1,0,0,1
36,0,13,2.30258509299405,0,1,0,0,0
37,0,12,1.38629436111989,1,0,0,0,0
39,0,16,3.62945603364314,0,0,1,0,1
41,0,16,3.10109278921182,0,0,1,0,0
49,0,13,2.66882948794893,0,1,0,0,0
31,0,16,4.0705087679083,0,0,1,0,0
48,0,13,2.82298016777619,0,1,0,0,0
37,0,16,3.07429459605709,0,0,1,0,0
36,0,16,3.51612734833613,0,0,1,0,0
50,0,16,3.5983654465731,0,0,1,0,0
41,0,14,3.64965874096066,0,1,0,0,1
31,0,12,3.00530172457014,1,0,0,0,0
34,0,13,2.81341071676004,0,1,0,0,0
50,0,13,3.51279955824346,0,1,0,0,0
33,0,13,2.95651156040071,0,1,0,0,0
38,0,16,1.38629436111989,0,0,1,0,0
36,0,13,2.95651156040071,0,1,0,0,0
30,0,16,2.89197303926314,0,0,1,0,1
43,0,12,2.66882948794893,1,0,0,0,0
48,0,13,2.85115104474288,0,1,0,0,0
42,0,12,3.63439126882987,1,0,0,0,0
39,0,16,3.33256278330258,0,0,1,0,0
37,0,14,1.54489939129653,0,1,0,0,0
43,0,18,4.23744540586277,0,0,0,1,0
49,0,16,1.38629436111989,0,0,1,0,0
40,0,12,2.66882948794893,1,0,0,0,0
50,0,16,3.61919953347595,0,0,1,0,0
31,0,13,2.94443897916644,0,1,0,0,0
30,0,13,3.07429459605709,0,1,0,0,0
30,0,12,3.2379240198389,1,0,0,0,0
43,1,20,1.38629436111989,0,0,0,0,0
38,0,13,1.38629436111989,0,1,0,0,0
