"age","phd","educ","logwage","hs","somecoll","college","ma","govt"
35,0,13,3.38795215491213,0,1,0,0,0
32,0,13,2.06455292918609,0,1,0,0,0
47,0,13,3.1607214401007,0,1,0,0,0
34,0,12,2.26336437984076,1,0,0,0,0
48,0,16,3.64965874096066,0,0,1,0,0
33,0,12,3.27496529151924,1,0,0,0,0
35,0,16,3.17965511171492,0,0,1,0,0
34,0,16,3.64965874096066,0,0,1,0,0
43,0,13,3.40849668414377,0,1,0,0,0
37,0,18,2.62800749342867,0,0,0,1,1
46,0,12,2.95651156040071,1,0,0,0,0
43,0,16,2.57084907958872,0,0,1,0,0
42,0,13,2.92752402352746,0,1,0,0,0
42,1,20,3.32807511683319,0,0,0,0,1
45,0,16,3.56264736397103,0,0,1,0,0
41,0,12,3.44201937618241,1,0,0,0,1
38,0,12,1.49165487677772,1,0,0,0,0
45,0,16,3.64965874096066,0,0,1,0,1
38,0,16,2.74887219562247,0,0,1,0,0
32,0,16,3.97656152656572,0,0,1,0,0
37,0,13,2.94443897916644,0,1,0,0,0
49,0,14,3.44201937618241,0,1,0,0,0
35,0,12,2.32163328796474,1,0,0,0,0
47,0,12,3.07429459605709,1,0,0,0,0
44,0,12,3.35000047746216,1,0,0,0,0
47,0,12,3.36197666850887,1,0,0,0,0
39,0,16,2.7051971321198,0,0,1,0,0
45,0,14,2.74887219562247,0,1,0,0,0
32,0,16,3.36197666850887,0,0,1,0,1
39,0,18,2.72446323074354,0,0,0,1,0
40,0,16,3.17965511171492,0,0,1,0,0
45,0,16,3.76744177661704,0,0,1,0,0
46,0,16,3.75063465830066,0,0,1,0,1
50,0,18,3.17965511171492,0,0,0,1,0
30,0,16,3.09004295302523,0,0,1,0,0
50,0,18,2.878550018931,0,0,0,1,1
39,0,12,3.58512021982308,1,0,0,0,0
36,0,14,3.74496892076498,0,1,0,0,0
43,0,14,4.08432300376108,0,1,0,0,0
43,0,16,3.42651518964645,0,0,1,0,0
38,0,12,2.52572864430826,1,0,0,0,0
33,0,16,3.62434093297637,0,0,1,0,0
34,1,20,4.05512384906882,0,0,0,0,0
47,0,12,3.03655426807425,1,0,0,0,0
36,0,12,3.29298379702192,1,0,0,0,0
46,0,12,3.80380942078791,1,0,0,0,0
34,0,14,3.29298379702192,0,1,0,0,1
44,0,12,2.74887219562247,1,0,0,0,0
45,0,14,2.09964424899736,0,1,0,0,0
31,0,12,2.79399263090294,1,0,0,0,0
41,0,12,1.38629436111989,1,0,0,0,0
34,0,13,1.38629436111989,0,1,0,0,0
42,0,12,3.17965511171492,1,0,0,0,0
44,0,13,2.57573906488292,0,1,0,0,0
47,0,16,3.4673371841667,0,0,1,0,0
31,0,14,3.64338912794706,0,1,0,0,1
33,0,14,2.71761965211836,0,1,0,0,0
46,0,16,3.02550443188766,0,0,1,0,0
36,0,14,1.38629436111989,0,1,0,0,0
50,0,12,2.66882948794893,1,0,0,0,0
45,0,12,3.2470467018349,1,0,0,0,0
44,0,12,2.77917754511779,1,0,0,0,0
33,1,20,3.53031198332809,0,0,0,0,0
48,0,13,3.69048073548091,0,1,0,0,0
47,0,12,2.59983661646198,1,0,0,0,0
46,0,16,3.40497810450206,0,0,1,0,0
36,0,13,1.46485668362299,0,1,0,0,0
35,0,18,3.13883311719466,0,0,0,1,1
49,0,16,2.76615783190949,0,0,1,0,0
49,0,16,3.37261982860735,0,0,1,0,1
35,0,18,3.36197666850887,0,0,0,1,0
30,0,12,1.69905007112379,1,0,0,0,0
35,0,16,3.13883311719466,0,0,1,0,0
30,0,12,3.23992923406603,1,0,0,0,0
45,0,18,2.66882948794893,0,0,0,1,0
47,0,14,3.51612734833613,0,1,0,0,0
39,0,12,2.13519004111726,1,0,0,0,0
48,0,12,3.17965511171492,1,0,0,0,0
38,0,12,1.38629436111989,1,0,0,0,0
32,0,12,2.90521826601316,1,0,0,0,0
37,0,12,3.07429459605709,1,0,0,0,0
40,0,14,2.85115104474288,0,1,0,0,0
38,0,12,3.05182174020503,1,0,0,0,0
33,0,12,2.55104645229255,1,0,0,0,0
48,0,12,3.29298379702192,1,0,0,0,0
49,0,12,3.82150899788731,1,0,0,0,0
34,0,14,3.01508230975849,0,1,0,0,0
32,0,14,3.86275195642136,0,1,0,0,0
31,0,13,3.10493156551898,0,1,0,0,0
36,0,12,3.58778333724257,1,0,0,0,0
40,0,13,3.08167470335472,0,1,0,0,0
47,0,14,3.61013798279837,0,1,0,0,0
35,0,12,2.47548742787151,1,0,0,0,0
36,0,12,1.38629436111989,1,0,0,0,0
35,0,13,2.33383763649815,0,1,0,0,0
33,0,12,2.878550018931,1,0,0,0,0
33,0,12,2.88751868891376,1,0,0,0,0
37,0,12,3.49883585122607,1,0,0,0,0
41,0,12,2.83907846350861,1,0,0,0,0
40,0,13,2.90521826601316,0,1,0,0,0
47,0,14,2.48650793115497,0,1,0,0,0
46,0,13,3.06187207605854,0,1,0,0,0
44,0,14,3.84577361988695,0,1,0,0,0
41,0,13,2.5634689722911,0,1,0,0,0
39,0,13,2.93583413197292,0,1,0,0,0
30,0,16,3.58512021982308,0,0,1,0,0
44,1,20,1.38629436111989,0,0,0,0,0
44,0,12,2.85115104474288,1,0,0,0,0
46,0,16,4.69258212376818,0,0,1,0,0
31,0,12,3.87280229227486,1,0,0,0,0
41,0,16,3.39798710603191,0,0,1,0,0
37,0,13,3.48713981146288,0,1,0,0,0
44,0,16,4.13516655674236,0,0,1,0,1
34,0,16,2.6548056865834,0,0,1,0,0
39,0,12,3.16415092517895,1,0,0,0,0
43,0,12,1.95518378584064,1,0,0,0,0
32,0,16,2.04022082852655,0,0,1,0,0
34,0,18,3.2188758248682,0,0,0,1,1
40,0,16,3.31941705409008,0,0,1,0,1
46,0,18,3.85259958495735,0,0,0,1,0
35,0,13,2.44568593663472,0,1,0,0,0
39,0,13,3.16758253048065,0,1,0,0,0
37,0,12,2.48650793115497,1,0,0,0,0
37,0,13,3.13186444787857,0,1,0,0,0
32,0,14,3.73354022494136,0,1,0,0,1
30,0,12,2.6452196223098,1,0,0,0,0
31,0,13,3.27496529151924,0,1,0,0,1
40,0,16,2.59983661646198,0,0,1,0,0
40,0,14,2.7051971321198,0,1,0,0,0
41,0,14,2.26336437984076,0,1,0,0,0
31,0,14,2.35037575683039,0,1,0,0,0
39,0,12,1.86075234071501,1,0,0,0,1
47,0,12,3.58512021982308,1,0,0,0,0
46,0,12,2.95651156040071,1,0,0,0,0
49,0,14,1.38629436111989,0,1,0,0,0
32,1,20,3.87280229227486,0,0,0,0,0
45,0,12,3.4673371841667,1,0,0,0,1
37,0,16,1.38629436111989,0,0,1,0,0
41,0,18,2.6576561873508,0,0,0,1,0
36,0,13,2.55104645229255,0,1,0,0,1
42,0,16,3.64965874096066,0,0,1,0,0
50,1,20,3.27496529151924,0,0,0,0,1
49,0,18,4.56594947283481,0,0,0,1,0
43,0,16,3.64965874096066,0,0,1,0,0
48,0,14,2.10084545034299,0,1,0,0,0
48,0,16,2.89197303926314,0,0,1,0,0
46,0,16,4.02122229739314,0,0,1,0,0
49,0,16,3.96811247207919,0,0,1,0,0
41,0,18,3.9262076404201,0,0,0,1,0
42,0,16,4.54744430347594,0,0,1,0,0
39,1,20,3.48713981146288,0,0,0,0,1
50,0,18,3.27496529151924,0,0,0,1,1
35,0,16,1.38629436111989,0,0,1,0,0
44,0,14,2.95651156040071,0,1,0,0,0
43,0,14,2.878550018931,0,1,0,0,0
34,0,16,2.90521826601316,0,0,1,0,1
33,1,20,3.58512021982308,0,0,0,0,1
30,0,14,4.16048436472665,0,1,0,0,0
34,1,20,2.42699380362257,0,0,0,0,1
33,0,14,3.05182174020503,0,1,0,0,0
45,0,18,4.56594947283481,0,0,0,1,0
47,0,14,3.81092688855678,0,1,0,0,1
45,0,12,2.15800386418294,1,0,0,0,0
40,0,12,2.484906649788,1,0,0,0,0
34,0,12,3.38139475436598,1,0,0,0,0
32,0,12,3.27496529151924,1,0,0,0,1
35,0,12,1.38629436111989,1,0,0,0,0
48,0,14,3.07429459605709,0,1,0,0,1
46,0,12,1.97568230738898,1,0,0,0,0
33,0,16,3.75885803292565,0,0,1,0,0
37,0,13,2.15800386418294,0,1,0,0,0
35,0,12,1.6094379124341,1,0,0,0,0
50,0,13,2.59983661646198,0,1,0,0,0
30,0,12,3.1994577390111,1,0,0,0,0
32,0,12,2.66882948794893,1,0,0,0,0
47,0,13,3.24419363285249,0,1,0,0,0
33,0,13,2.02495335639577,0,1,0,0,0
42,0,14,3.27496529151924,0,1,0,0,0
36,0,13,3.00530172457014,0,1,0,0,1
31,0,12,2.95651156040071,1,0,0,0,0
32,0,16,3.39834431267975,0,0,1,0,1
32,0,12,2.50585445810117,1,0,0,0,0
43,0,12,1.38629436111989,1,0,0,0,0
48,0,18,3.38042090754999,0,0,0,1,1
45,0,18,4.05512384906882,0,0,0,1,0
32,1,20,3.2188758248682,0,0,0,0,1
35,0,18,3.29298379702192,0,0,0,1,0
49,0,13,3.37850597046008,0,1,0,0,0
33,0,16,2.01015492404619,0,0,1,0,0
40,0,13,3.27496529151924,0,1,0,0,0
36,0,16,3.27496529151924,0,0,1,0,0
39,0,14,3.64965874096066,0,1,0,0,0
43,0,12,2.66882948794893,1,0,0,0,0
44,0,12,2.95651156040071,1,0,0,0,0
35,0,13,2.85115104474288,0,1,0,0,0
31,0,16,3.13883311719466,0,0,1,0,0
41,0,12,3.83198029775461,1,0,0,0,0
43,0,18,3.3048770764683,0,0,0,1,1
39,0,13,2.82298016777619,0,1,0,0,0
44,0,16,3.4673371841667,0,0,1,0,0
50,0,12,2.7051971321198,1,0,0,0,0
33,0,14,3.07746417081837,0,1,0,0,0
47,0,16,3.13883311719466,0,0,1,0,0
32,0,16,2.65202236963255,0,0,1,0,1
30,0,16,2.39689577246529,0,0,1,0,0
34,0,13,2.18925640768704,0,1,0,0,0
46,0,12,1.38629436111989,1,0,0,0,0
39,0,16,3.09627350277587,0,0,1,0,1
36,0,16,2.95651156040071,0,0,1,0,0
36,0,16,3.39682339983904,0,0,1,0,0
38,0,12,2.44568593663472,1,0,0,0,1
40,0,12,2.95936462938312,1,0,0,0,0
35,0,14,2.52572864430826,0,1,0,0,0
49,0,14,3.33665886052458,0,1,0,0,0
50,0,12,2.52572864430826,1,0,0,0,0
31,0,12,2.51611738639814,1,0,0,0,0
33,0,12,2.11432880068028,1,0,0,0,1
30,0,13,1.94491064872223,0,1,0,0,0
45,0,12,2.10921370001351,1,0,0,0,0
31,1,20,5.59556889001597,0,0,0,0,0
45,0,12,1.38629436111989,1,0,0,0,0
43,0,13,2.24089152398871,0,1,0,0,0
45,0,12,3.36197666850887,1,0,0,0,0
40,0,12,4.19970507787993,1,0,0,0,0
42,0,14,2.85115104474288,0,1,0,0,0
33,0,12,2.48650793115497,1,0,0,0,0
44,0,12,3.55434856115633,1,0,0,0,0
32,0,12,3.12356564506388,1,0,0,0,0
36,0,13,2.3552421020703,0,1,0,0,0
38,0,16,3.76892216178747,0,0,1,0,0
47,0,14,3.28341434600577,0,1,0,0,0
32,0,12,3.11777970799683,1,0,0,0,0
30,0,13,3.29298379702192,0,1,0,0,0
34,0,12,2.59983661646198,1,0,0,0,0
42,0,12,2.19722457733622,1,0,0,0,0
39,0,12,2.63108915996608,1,0,0,0,0
36,0,12,2.90386782691529,1,0,0,0,0
49,0,12,2.7333680090865,1,0,0,0,0
39,0,12,2.08901099269599,1,0,0,0,0
38,0,16,2.91568956588045,0,0,1,0,0
49,0,13,2.6787798188021,0,1,0,0,0
36,0,12,2.26336437984076,1,0,0,0,0
41,0,12,3.32423634052603,1,0,0,0,1
44,0,12,2.99999667234045,1,0,0,0,0
43,0,13,3.30225743380725,0,1,0,0,1
30,0,18,1.38629436111989,0,0,0,1,0
45,0,16,3.09627350277587,0,0,1,0,0
37,0,16,3.02105008153828,0,0,1,0,0
50,0,12,4.67130998849264,1,0,0,0,0
47,1,20,4.37357758018735,0,0,0,0,0
39,0,14,3.56718251913642,0,1,0,0,0
48,0,13,3.27496529151924,0,1,0,0,1
40,0,13,1.38629436111989,0,1,0,0,0
38,0,12,3.18497427319252,1,0,0,0,0
46,0,18,3.09004295302523,0,0,0,1,1
34,0,13,1.82301201273216,0,1,0,0,0
42,0,12,2.93119375241642,1,0,0,0,0
39,0,13,2.44568593663472,0,1,0,0,1
48,0,12,2.3121545440102,1,0,0,0,1
47,0,12,2.48650793115497,1,0,0,0,0
45,0,18,2.9893013832237,0,0,0,1,1
40,0,12,3.47975970416526,1,0,0,0,0
48,0,14,3.08274365054362,0,1,0,0,0
37,0,16,2.74579052908506,0,0,1,0,0
43,0,14,1.38629436111989,0,1,0,0,0
31,0,12,2.70805020110221,1,0,0,0,0
36,0,12,3.09264373472529,1,0,0,0,0
33,0,12,2.7333680090865,1,0,0,0,0
37,0,12,2.59026716544583,1,0,0,0,0
35,0,12,2.44568593663472,1,0,0,0,1
47,0,12,1.70374859190534,1,0,0,0,0
50,0,12,2.64351167996464,1,0,0,0,0
33,0,12,1.38629436111989,1,0,0,0,0
34,0,12,2.50041083632397,1,0,0,0,0
40,1,20,1.38629436111989,0,0,0,0,0
37,0,12,2.5634689722911,1,0,0,0,0
31,0,12,2.3121545440102,1,0,0,0,0
48,0,12,2.66882948794893,1,0,0,0,1
43,0,12,1.38629436111989,1,0,0,0,0
42,0,12,2.77258872223978,1,0,0,0,0
33,0,14,2.48650793115497,0,1,0,0,0
49,0,12,1.57021719928082,1,0,0,0,0
35,0,13,3.26468536089949,0,1,0,0,0
38,0,13,2.31263542884755,0,1,0,0,1
36,0,13,2.76845932889777,0,1,0,0,0
41,0,14,2.32238772029023,0,1,0,0,0
31,0,13,2.95651156040071,0,1,0,0,0
44,0,14,3.27496529151924,0,1,0,0,0
40,0,13,3.39837288370016,0,1,0,0,0
30,0,16,3.36197666850887,0,0,1,0,1
38,0,14,2.5634689722911,0,1,0,0,1
42,0,18,2.47232786758114,0,0,0,1,1
39,0,16,3.54429822530283,0,0,1,0,0
42,0,18,3.2502139359448,0,0,0,1,0
40,0,16,4.01590313591554,0,0,1,0,0
38,1,20,3.29298379702192,0,0,0,0,1
39,0,16,3.48713981146288,0,0,1,0,0
33,0,12,2.7333680090865,1,0,0,0,0
31,0,12,2.26336437984076,1,0,0,0,0
34,0,13,2.47920862867336,0,1,0,0,0
32,0,12,2.66882948794893,1,0,0,0,0
37,0,12,1.38629436111989,1,0,0,0,0
36,0,18,2.95651156040071,0,0,0,1,0
43,0,12,2.55104645229255,1,0,0,0,0
32,0,12,2.66882948794893,1,0,0,0,0
39,0,13,3.67435135355103,0,1,0,0,0
38,0,13,3.48713981146288,0,1,0,0,0
41,0,12,2.91568956588045,1,0,0,0,0
38,0,18,3.44201937618241,0,0,0,1,1
37,1,20,1.38629436111989,0,0,0,0,0
50,0,12,2.95651156040071,1,0,0,0,0
45,0,16,3.51998091765212,0,0,1,0,1
37,0,13,3.29298379702192,0,1,0,0,0
47,0,13,1.88137162791774,0,1,0,0,1
50,0,14,4.08252282325693,0,1,0,0,0
50,0,16,1.97408102602201,0,0,1,0,0
31,0,12,3.10109278921182,1,0,0,0,0
32,0,13,2.82298016777619,0,1,0,0,0
41,0,18,2.88100400789256,0,0,0,1,1
36,0,13,2.77258872223978,0,1,0,0,0
46,0,13,3.71357206670431,0,1,0,0,0
40,0,12,3.71028336277709,1,0,0,0,0
42,0,14,2.92476286208613,0,1,0,0,0
47,0,12,2.7333680090865,1,0,0,0,0
40,0,12,3.07429459605709,1,0,0,0,0
47,0,13,2.59983661646198,0,1,0,0,0
46,0,16,3.68887945411394,0,0,1,0,0
50,0,12,1.38629436111989,1,0,0,0,0
42,0,18,3.42651518964645,0,0,0,1,1
48,0,13,2.74727091425549,0,1,0,0,0
42,0,13,3.4572868483132,0,1,0,0,0
48,0,14,3.75626847601891,0,1,0,0,0
40,0,16,2.8259187031917,0,0,1,0,1
39,0,16,3.32807511683319,0,0,1,0,0
30,0,14,1.38629436111989,0,1,0,0,0
47,0,18,3.76744177661704,0,0,0,1,0
38,0,12,2.95651156040071,1,0,0,0,0
39,0,14,3.55809154743516,0,1,0,0,0
40,0,12,2.59983661646198,1,0,0,0,0
48,0,16,3.6088367464404,0,0,1,0,1
40,1,20,3.53187570530427,0,0,0,0,0
35,0,14,3.32807511683319,0,1,0,0,0
45,0,12,1.38629436111989,1,0,0,0,0
41,0,16,3.64965874096066,0,0,1,0,0
34,0,14,3.17965511171492,0,1,0,0,0
44,0,16,3.12014098418251,0,0,1,0,0
41,0,16,3.27496529151924,0,0,1,0,0
39,0,18,3.36197666850887,0,0,0,1,0
35,0,12,2.44568593663472,1,0,0,0,0
40,0,16,3.32269669434043,0,0,1,0,0
31,0,16,2.39604697483848,0,0,1,0,0
32,0,14,2.85115104474288,0,1,0,0,0
31,0,12,2.47693848013882,1,0,0,0,0
36,0,12,2.95651156040071,1,0,0,0,0
35,0,12,3.17965511171492,1,0,0,0,0
31,1,20,3.51612734833613,0,0,0,0,1
46,0,14,2.79399263090294,0,1,0,0,0
30,0,13,1.88137162791774,0,1,0,0,0
43,0,12,1.38629436111989,1,0,0,0,0
30,0,12,3.09627350277587,1,0,0,0,0
42,0,16,3.36197666850887,0,0,1,0,0
32,0,13,3.51612734833613,0,1,0,0,0
47,0,13,3.13883311719466,0,1,0,0,0
45,0,16,3.68887945411394,0,0,1,0,1
42,0,18,3.11069081124838,0,0,0,1,1
41,0,13,3.00530172457014,0,1,0,0,0
40,0,18,3.71028336277709,0,0,0,1,0
47,0,14,1.38629436111989,0,1,0,0,0
34,0,13,3.28968933970704,0,1,0,0,0
39,0,16,3.64965874096066,0,0,1,0,0
41,0,14,3.51612734833613,0,1,0,0,0
35,0,13,2.82298016777619,0,1,0,0,0
31,0,13,3.76744177661704,0,1,0,0,0
43,0,16,3.87280229227486,0,0,1,0,0
35,0,12,2.86494436687522,1,0,0,0,0
50,0,12,3.35500799919278,1,0,0,0,0
32,0,18,3.36197666850887,0,0,0,1,0
39,0,12,3.64965874096066,1,0,0,0,0
47,0,14,3.87280229227486,0,1,0,0,0
49,0,18,3.34907326367297,0,0,0,1,0
50,0,14,3.53031198332809,0,1,0,0,0
48,0,12,2.67414864942653,1,0,0,0,0
47,0,12,2.70161931077192,1,0,0,0,0
50,0,12,2.59983661646198,1,0,0,0,0
36,0,13,3.33442507496527,0,1,0,0,0
37,0,13,2.83872852474433,0,1,0,0,0
32,0,14,3.09627350277587,0,1,0,0,0
43,0,16,2.95651156040071,0,0,1,0,0
46,0,14,3.25661615285105,0,1,0,0,1
43,0,14,2.66882948794893,0,1,0,0,0
32,0,12,2.23359222150709,1,0,0,0,0
45,0,13,3.71028336277709,0,1,0,0,0
40,0,12,2.85115104474288,1,0,0,0,0
49,0,13,2.48650793115497,0,1,0,0,0
41,0,13,2.35867455964509,0,1,0,0,0
49,0,14,3.17965511171492,0,1,0,0,0
33,0,14,3.27496529151924,0,1,0,0,0
35,0,16,3.36197666850887,0,0,1,0,0
37,0,18,3.58512021982308,0,0,0,1,0
37,0,16,3.44201937618241,0,0,1,0,0
49,0,14,3.00962138571466,0,1,0,0,1
50,0,14,3.17965511171492,0,1,0,0,0
32,0,18,2.77781977165733,0,0,0,1,1
30,0,16,3.16960477586142,0,0,1,0,1
39,0,18,2.59983661646198,0,0,0,1,0
36,0,16,2.82298016777619,0,0,1,0,1
30,0,16,2.75584086493856,0,0,1,0,0
45,0,16,3.50655789731998,0,0,1,0,0
44,0,14,3.76744177661704,0,1,0,0,1
32,0,16,2.86120138059639,0,0,1,0,0
34,0,16,3.36197666850887,0,0,1,0,0
32,0,18,3.37027547132357,0,0,0,1,0
37,0,18,2.64437284751494,0,0,0,1,0
48,0,13,2.40312632221592,0,1,0,0,0
36,0,16,3.28193396083534,0,0,1,0,0
44,0,12,2.93403870454865,1,0,0,0,0
40,0,12,3.29298379702192,1,0,0,0,0
43,0,14,2.76646795751284,0,1,0,0,0
40,0,13,3.4673371841667,0,1,0,0,0
42,0,14,2.20509547171679,0,1,0,0,0
32,0,18,3.51612734833613,0,0,0,1,0
37,0,16,4.05512384906882,0,0,1,0,0
41,0,18,3.74496892076498,0,0,0,1,0
33,0,16,3.71028336277709,0,0,1,0,0
43,0,16,3.60186807712431,0,0,1,0,0
37,0,16,3.05182174020503,0,0,1,0,0
49,0,12,1.38629436111989,1,0,0,0,0
40,0,13,3.64965874096066,0,1,0,0,0
46,1,20,3.61043802780737,0,0,0,0,0
45,0,18,3.75501925661848,0,0,0,1,0
38,0,18,3.11066224022797,0,0,0,1,0
36,0,14,3.05760767727208,0,1,0,0,0
41,0,18,3.31941705409008,0,0,0,1,1
49,0,14,3.44201937618241,0,1,0,0,0
41,0,13,3.55534806148941,0,1,0,0,0
46,0,13,2.44568593663472,0,1,0,0,0
36,0,16,3.44201937618241,0,0,1,0,0
48,0,13,2.44568593663472,0,1,0,0,0
35,0,16,3.1994577390111,0,0,1,0,1
38,0,14,3.96811247207919,0,1,0,0,0
45,0,18,3.04003253245057,0,0,0,1,0
33,1,20,1.97568230738898,0,0,0,0,0
42,0,16,3.8572981057389,0,0,1,0,0
46,0,12,3.15718225586286,1,0,0,0,0
42,0,16,2.66882948794893,0,0,1,0,0
40,0,16,3.58512021982308,0,0,1,0,0
43,0,16,2.95651156040071,0,0,1,0,0
44,0,16,4.05512384906882,0,0,1,0,0
31,0,12,1.96225928705684,1,0,0,0,0
38,0,12,5.60847229485188,1,0,0,0,0
38,0,18,3.00530172457014,0,0,0,1,0
38,0,12,1.55471301274485,1,0,0,0,0
37,0,13,5.99146454710798,0,1,0,0,0
40,0,16,4.30890436984492,0,0,1,0,0
47,0,16,3.4489880454985,0,0,1,0,0
35,0,14,2.40312632221592,0,1,0,0,1
31,0,16,3.17965511171492,0,0,1,0,0
39,1,20,3.71865161244761,0,0,0,0,0
38,0,14,2.82298016777619,0,1,0,0,0
33,0,16,3.48713981146288,0,0,1,0,0
32,0,12,2.04022082852655,1,0,0,0,0
43,0,12,4.05862647962002,1,0,0,0,0
37,0,14,3.87280229227486,0,1,0,0,0
35,0,12,4.0024801155834,1,0,0,0,0
49,0,18,4.74827102962877,0,0,0,1,0
44,0,16,2.58878678027539,0,0,1,0,0
37,0,12,2.93119375241642,1,0,0,0,0
34,0,16,2.95651156040071,0,0,1,0,0
33,0,12,2.12026353620009,1,0,0,0,0
48,0,16,3.16236361460486,0,0,1,0,0
32,0,12,3.16758253048065,1,0,0,0,0
31,0,12,2.92764166366641,1,0,0,0,0
32,1,20,4.56594947283481,0,0,0,0,0
46,1,20,3.17965511171492,0,0,0,0,1
34,0,16,3.54429822530283,0,0,1,0,0
49,0,13,3.69579989695851,0,1,0,0,1
47,0,12,2.70805020110221,1,0,0,0,0
46,1,20,3.77749211247054,0,0,0,0,0
37,1,20,2.94100737386474,0,0,0,0,0
41,0,18,3.24419363285249,0,0,0,1,0
42,0,13,3.36197666850887,0,1,0,0,0
50,0,13,3.11777970799683,0,1,0,0,0
47,0,18,4.78106085245176,0,0,0,1,0
44,0,16,3.78942068333581,0,0,1,0,0
40,0,12,1.38629436111989,1,0,0,0,0
43,0,16,3.33600118210561,0,0,1,0,1
50,0,13,1.97568230738898,0,1,0,0,0
40,0,12,2.59990804248251,1,0,0,0,0
41,0,18,4.09594584358907,0,0,0,1,0
36,0,13,2.7510675861859,0,1,0,0,0
34,0,12,3.34670919637809,1,0,0,0,0
43,0,16,3.06187207605854,0,0,1,0,0
50,0,16,2.82298016777619,0,0,1,0,0
32,0,13,2.61006979274201,0,1,0,0,0
38,1,20,3.17965511171492,0,0,0,0,0
31,0,16,3.47915892313187,0,0,1,0,0
31,0,16,2.7333680090865,0,0,1,0,0
50,1,20,3.44201937618241,0,0,0,0,0
31,0,12,1.52939520476056,1,0,0,0,0
40,0,13,2.70805020110221,0,1,0,0,0
30,0,16,3.04166936874102,0,0,1,0,0
41,0,18,3.47232472567774,0,0,0,1,1
34,0,13,1.8860701486993,0,1,0,0,0
44,0,12,1.8951950564763,1,0,0,0,0
31,0,12,2.26336437984076,1,0,0,0,0
39,0,16,3.03655426807425,0,0,1,0,0
34,0,12,2.63492793627325,1,0,0,0,0
47,0,16,3.66516292749662,0,0,1,0,0
36,1,20,3.58512021982308,0,0,0,0,0
46,0,16,4.05512384906882,0,0,1,0,0
41,0,16,3.17965511171492,0,0,1,0,1
37,1,20,4.16048436472665,0,0,0,0,0
39,0,16,3.2188758248682,0,0,1,0,0
34,1,20,2.93119375241642,0,0,0,0,0
45,0,16,2.59983661646198,0,0,1,0,0
42,0,18,3.64965874096066,0,0,0,1,0
43,0,13,2.82298016777619,0,1,0,0,0
44,0,13,2.49104308632037,0,1,0,0,0
31,0,13,2.29804993782865,0,1,0,0,0
47,0,12,2.7333680090865,1,0,0,0,0
48,0,16,3.27496529151924,0,0,1,0,0
50,0,18,3.64965874096066,0,0,0,1,0
45,0,14,3.44205014493982,0,1,0,0,0
43,0,16,3.2188758248682,0,0,1,0,0
42,0,13,3.07429459605709,0,1,0,0,0
34,0,18,3.68647271408337,0,0,0,1,1
33,0,18,5.9522438339547,0,0,0,1,0
32,0,16,2.74109005518041,0,0,1,0,0
40,0,14,2.98120417299108,0,1,0,0,1
47,1,20,5.25909665339476,0,0,0,0,0
33,1,20,5.03595310208055,0,0,0,0,0
50,0,12,1.38629436111989,1,0,0,0,0
32,0,13,3.71028336277709,0,1,0,0,0
33,0,16,2.48205358080559,0,0,1,0,1
37,0,12,2.26336437984076,1,0,0,0,0
44,0,12,2.77110833706935,1,0,0,0,0
41,0,12,1.38629436111989,1,0,0,0,0
48,1,20,1.8578992717326,0,0,0,0,0
39,0,16,1.38629436111989,0,0,1,0,0
50,0,12,2.08901099269599,1,0,0,0,0
48,0,14,2.90119102881254,0,1,0,0,0
30,0,16,3.13512253779813,0,0,1,0,0
40,0,13,3.36197666850887,0,1,0,0,0
48,0,14,3.44593327550355,0,1,0,0,0
44,0,16,1.38629436111989,0,0,1,0,0
43,0,12,1.38629436111989,1,0,0,0,0
48,0,12,1.38629436111989,1,0,0,0,0
31,0,12,2.25379492882461,1,0,0,0,0
34,0,16,3.2188758248682,0,0,1,0,0
35,0,12,2.95651156040071,1,0,0,0,0
38,0,14,1.38629436111989,0,1,0,0,0
50,0,12,1.38629436111989,1,0,0,0,0
34,0,14,3.68149934681631,0,1,0,0,0
47,0,13,2.19437150835381,0,1,0,0,0
50,0,12,2.66882948794893,1,0,0,0,1
44,0,14,3.91202300542815,0,1,0,0,0
44,0,12,3.27496529151924,1,0,0,0,0
32,0,14,2.7333680090865,0,1,0,0,0
45,0,16,3.4572868483132,0,0,1,0,0
49,0,13,3.67435135355103,0,1,0,0,0
31,0,12,2.26336437984076,1,0,0,0,0
49,0,14,2.99573227355399,0,1,0,0,0
47,0,16,3.39476649133186,0,0,1,0,0
49,0,12,3.36197666850887,1,0,0,0,0
44,0,12,3.08534443224368,1,0,0,0,0
50,0,13,2.85115104474288,0,1,0,0,0
41,0,12,1.38629436111989,1,0,0,0,0
49,1,20,2.59983661646198,0,0,0,0,0
49,0,12,2.65540646761679,1,0,0,0,0
36,0,14,3.44201937618241,0,1,0,0,1
31,0,12,3.17965511171492,1,0,0,0,0
43,0,14,1.38629436111989,0,1,0,0,0
36,0,14,2.82298016777619,0,1,0,0,1
45,0,12,2.59983661646198,1,0,0,0,0
31,0,12,2.82298016777619,1,0,0,0,1
50,0,13,2.70805020110221,0,1,0,0,0
33,0,14,2.95651156040071,0,1,0,0,0
36,0,16,2.85059533480916,0,0,1,0,0
47,0,16,3.07872919312496,0,0,1,0,0
36,0,16,2.7333680090865,0,0,1,0,1
45,0,14,3.07429459605709,0,1,0,0,0
41,0,14,2.91568956588045,0,1,0,0,1
