state,age,sex,educ,race,hispanic,CoB,citizen,ESR,cell_use_phone_calls,cell_use_text_msg,cell_use_photo_video,cell_use_browse_web,cell_use_email,cell_use_games,cell_use_social_media,cell_use_download_apps,cell_use_music
94,57,2,40,1,-1,57,1,1,2,2,1,2,2,2,2,2,2
94,39,2,43,1,-1,57,1,7,1,1,2,2,1,2,1,2,2
86,49,1,44,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
86,33,2,43,1,-1,301,5,4,1,1,1,1,1,1,2,1,1
86,32,2,43,4,-1,209,4,1,1,1,1,1,1,2,1,1,1
86,43,1,43,1,-1,57,1,1,1,1,2,1,1,2,2,2,2
86,26,2,43,1,-1,57,1,2,1,1,1,2,2,2,2,2,2
86,24,1,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
86,59,2,43,1,-1,57,1,5,1,1,1,1,1,1,1,1,2
86,37,1,38,1,1,303,4,1,1,2,2,1,1,2,2,2,2
86,45,1,43,4,-1,247,4,2,1,1,2,2,1,2,2,2,2
86,52,2,42,1,-1,57,1,2,1,1,1,1,1,2,1,1,2
86,55,2,43,1,-1,57,1,5,1,1,1,1,1,2,1,1,2
71,44,1,42,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
71,27,1,39,1,1,303,5,1,1,1,1,1,1,1,1,1,1
71,56,2,42,1,-1,57,1,6,2,2,2,2,2,1,2,2,2
71,39,1,39,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
71,20,1,40,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
71,36,1,46,1,-1,57,1,5,1,1,1,2,2,1,2,2,2
71,26,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
71,65,1,39,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
71,57,1,39,1,-1,57,1,5,1,2,2,2,2,2,2,2,2
71,58,1,39,2,-1,57,1,1,1,2,2,2,2,2,2,2,2
71,46,1,39,1,-1,57,1,1,1,1,1,1,2,2,1,1,1
71,55,1,39,1,-1,57,1,1,1,2,1,2,2,2,2,2,2
71,45,2,39,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
71,34,2,36,1,-1,57,1,6,1,1,1,1,2,2,2,2,1
71,52,1,37,1,-1,57,1,6,1,2,2,2,1,2,2,2,2
71,49,1,40,1,-1,57,1,1,1,1,2,2,1,2,1,1,1
71,49,1,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
71,34,2,40,1,-1,57,1,4,1,2,2,2,2,2,2,1,2
71,52,1,36,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
71,49,1,40,1,4,312,5,1,1,1,2,1,2,2,2,2,2
71,61,2,39,1,-1,57,1,1,2,2,1,2,2,2,2,2,2
93,63,2,38,1,1,57,1,6,1,2,2,2,2,2,2,2,2
93,29,2,41,4,-1,206,5,1,1,1,1,1,1,2,1,2,2
93,29,2,39,1,-1,555,5,7,1,1,1,2,1,2,1,2,2
93,35,2,43,4,-1,240,5,7,1,1,1,2,1,2,2,2,1
93,38,1,35,1,-1,248,4,1,1,1,1,2,2,2,2,2,1
93,53,2,40,4,-1,233,4,1,1,1,2,2,2,2,2,2,2
93,38,2,44,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
93,29,2,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
93,64,1,41,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
93,62,2,45,1,-1,57,1,5,1,1,1,1,2,2,2,2,2
93,36,2,43,4,-1,210,4,7,1,1,1,2,2,2,2,2,2
93,60,1,44,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,58,1,40,1,-1,57,1,1,1,1,1,1,1,1,2,1,1
93,32,1,34,1,1,57,1,6,1,1,1,1,1,2,1,1,1
93,56,1,42,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
93,28,2,40,1,-1,57,1,7,1,2,1,2,1,2,2,1,2
93,23,2,43,1,-1,57,1,1,1,1,2,2,1,2,2,2,2
93,44,2,39,1,1,303,5,7,1,1,1,2,2,2,2,2,1
93,27,2,40,1,1,57,1,1,1,1,1,1,1,1,1,1,1
93,35,1,40,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
93,22,2,43,4,-1,57,1,4,1,1,1,1,1,1,1,1,1
93,65,1,32,1,1,303,4,5,1,2,2,2,2,2,2,2,2
93,46,2,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
93,16,1,37,1,1,57,1,7,1,1,2,1,2,2,1,2,2
93,28,2,43,4,-1,229,5,1,1,1,1,1,1,1,1,1,1
93,46,1,43,4,-1,217,4,1,1,1,2,1,2,2,2,1,2
93,47,1,44,2,-1,57,1,1,1,1,1,1,1,2,2,2,2
93,49,2,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,2
93,52,2,33,1,1,303,5,1,1,2,2,2,2,2,2,2,2
93,37,2,40,1,1,303,4,1,1,1,1,1,1,2,2,2,2
93,45,2,38,1,4,314,4,1,1,2,2,2,2,2,2,2,2
93,24,2,41,2,1,57,1,7,1,1,1,1,1,1,2,1,1
93,64,2,40,2,-1,57,1,5,1,1,2,2,2,2,2,2,2
93,29,2,39,1,1,57,1,1,1,1,1,2,2,2,2,2,2
93,50,1,43,4,4,312,4,1,1,2,2,2,2,2,2,2,2
93,21,2,39,1,1,57,1,7,1,2,2,2,2,2,2,2,2
93,64,2,32,1,-1,57,1,5,1,2,2,2,2,2,2,2,2
93,33,2,44,1,1,57,1,1,1,1,1,2,2,2,2,2,1
93,64,2,44,1,1,303,4,5,1,1,2,2,2,2,2,2,2
93,42,2,38,1,-1,57,1,1,1,1,1,1,1,2,1,1,2
93,40,2,39,1,1,303,5,1,1,1,1,1,2,2,2,2,2
93,41,1,40,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
93,46,2,39,2,-1,57,1,4,1,1,1,2,2,1,2,2,2
93,52,2,43,1,1,303,4,1,1,1,1,2,2,2,2,2,2
93,53,2,37,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
93,31,1,43,1,-1,57,1,1,1,1,2,1,1,2,2,1,2
93,49,2,44,4,-1,57,1,1,1,1,2,2,1,2,2,2,2
93,41,2,44,1,1,57,1,1,1,1,1,1,1,1,2,2,2
93,36,2,43,1,1,57,1,1,1,1,1,1,1,2,2,2,2
93,31,1,37,1,4,312,4,4,1,1,2,2,1,1,1,2,2
93,61,2,43,1,1,57,1,1,1,1,1,1,2,2,1,2,2
93,39,1,39,1,1,57,1,6,1,1,2,2,2,2,2,2,2
93,65,1,44,4,-1,242,4,5,1,2,2,2,2,2,2,2,2
93,42,1,46,1,4,312,4,1,1,1,1,1,1,2,2,1,2
93,27,2,43,1,-1,158,4,1,1,1,1,1,1,1,1,1,1
93,61,1,45,1,-1,57,1,5,1,1,1,1,1,1,2,1,2
93,50,2,39,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,60,2,33,1,1,303,5,1,1,2,2,2,2,2,2,2,2
93,34,1,40,1,1,57,1,6,1,1,2,2,2,2,2,2,2
93,64,2,40,1,1,303,4,5,1,2,2,2,2,2,2,2,2
93,60,1,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,21,2,39,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,33,2,43,1,-1,57,1,1,1,1,1,1,1,2,2,1,1
93,37,1,39,2,-1,57,1,1,1,1,1,1,1,2,2,2,2
93,47,2,43,4,-1,247,4,1,1,1,2,2,1,2,2,2,2
93,38,1,36,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
93,55,1,40,4,-1,247,4,1,1,1,2,2,2,2,2,2,2
93,19,2,40,1,1,57,1,1,1,1,2,2,1,2,2,2,2
93,63,2,44,1,-1,57,1,7,1,1,1,1,1,2,1,2,2
93,39,1,43,1,4,373,4,1,1,1,1,1,1,2,2,2,2
93,37,2,39,4,-1,200,4,7,1,2,2,2,2,2,2,2,2
93,36,1,43,4,-1,57,1,1,1,1,1,2,1,1,2,2,2
93,45,1,43,1,-1,212,4,1,1,1,1,1,1,1,1,1,1
93,29,1,39,1,-1,57,1,2,1,2,2,2,2,2,2,2,2
93,43,2,39,1,1,303,5,1,1,1,2,2,2,2,2,2,2
93,39,1,39,1,1,57,1,1,1,1,1,1,1,1,1,1,1
93,53,1,40,1,-1,57,1,1,1,1,2,1,1,1,1,1,2
93,32,2,39,1,-1,57,1,7,1,1,1,1,1,1,1,1,2
93,28,2,37,2,-1,57,1,7,1,1,1,1,1,1,1,1,1
93,54,2,33,1,1,303,4,1,1,2,2,2,2,2,2,2,2
93,49,1,31,1,1,303,5,4,1,1,1,2,1,2,2,2,2
93,57,2,42,2,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,52,1,44,4,-1,210,4,1,1,1,1,1,1,1,2,1,1
93,58,2,42,1,-1,57,1,5,1,1,1,1,2,1,2,1,1
93,33,1,31,4,-1,207,4,1,1,1,1,1,2,1,1,1,2
93,50,2,43,9,-1,57,1,1,1,1,2,2,2,2,2,2,2
93,59,1,43,1,1,57,1,6,1,2,2,2,2,2,2,2,2
93,60,1,39,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,60,1,39,1,-1,57,1,5,1,1,2,2,2,2,2,1,2
93,37,2,39,1,1,303,5,1,1,2,2,1,1,1,2,2,2
93,26,1,40,2,-1,57,1,1,1,1,2,2,1,1,1,2,1
93,25,1,43,1,1,57,1,1,1,1,1,1,1,1,1,1,1
93,45,2,38,1,1,303,5,1,1,2,2,2,1,2,2,2,2
93,34,2,40,1,1,57,1,1,1,1,1,2,2,2,2,2,2
93,35,2,42,4,-1,215,5,1,1,1,1,1,1,2,2,1,1
93,38,2,39,1,1,303,4,7,1,2,2,2,2,2,2,2,2
93,25,1,43,4,-1,57,1,1,1,1,2,2,1,2,2,2,2
93,41,1,43,4,-1,233,4,1,1,1,1,1,2,2,1,2,2
93,32,1,39,1,-1,213,5,1,1,1,1,1,1,1,1,1,1
93,48,2,40,1,1,303,5,1,1,1,2,2,2,2,2,2,2
93,53,1,43,1,4,370,5,1,1,1,2,2,2,2,2,2,2
93,39,2,33,1,1,303,5,7,1,2,2,2,2,2,2,2,2
93,62,2,43,4,-1,233,4,1,1,2,2,2,2,2,2,2,2
93,45,2,35,1,1,303,5,1,1,1,1,1,1,2,1,2,1
93,48,1,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,38,2,45,1,-1,212,4,1,1,1,1,1,1,2,1,1,1
93,40,1,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,60,1,43,1,-1,57,1,6,1,1,1,1,2,2,2,2,2
93,46,1,39,4,-1,247,4,1,1,1,1,1,1,2,2,2,2
93,32,1,39,1,1,303,5,1,1,1,1,1,1,2,2,1,1
93,43,2,33,1,4,312,5,7,1,1,1,1,1,2,1,2,2
93,51,2,44,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
93,40,1,45,8,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,50,2,42,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,37,2,42,1,1,57,1,1,1,1,1,1,1,1,2,1,1
93,31,1,44,1,4,311,5,1,1,1,1,1,2,2,2,2,1
93,24,1,43,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
93,42,1,40,1,1,57,1,1,1,1,1,1,1,1,1,1,1
93,56,2,40,1,-1,57,1,7,1,2,2,2,2,2,2,2,2
93,40,2,44,1,-1,57,1,7,1,1,1,2,2,2,2,2,1
93,48,2,43,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
93,51,2,42,1,1,57,1,1,1,1,2,2,2,2,2,2,2
93,31,2,40,1,1,57,1,1,1,1,1,1,1,2,1,2,1
93,31,2,39,1,1,57,1,1,1,1,1,2,2,2,2,2,2
93,53,2,43,1,-1,57,1,5,1,1,2,2,2,2,2,2,2
93,63,1,36,2,-1,57,1,5,1,2,2,2,2,2,2,2,2
93,17,2,37,1,1,57,1,7,1,1,1,1,2,2,2,2,2
93,37,2,39,2,-1,416,5,7,1,2,2,2,2,2,2,2,2
93,49,2,40,1,1,57,1,1,1,1,1,1,1,1,2,1,1
93,48,2,39,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
93,41,2,40,5,-1,66,2,1,1,1,1,1,1,1,1,1,1
93,56,1,39,1,1,303,4,1,1,2,2,2,2,2,2,2,2
93,26,2,43,1,1,57,1,7,1,1,1,1,1,2,1,1,1
93,25,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
93,56,2,40,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
93,29,2,39,1,1,57,1,1,1,1,1,1,1,2,1,1,2
93,47,1,40,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
93,58,2,42,1,-1,57,1,2,1,1,2,2,2,2,2,2,2
93,58,1,44,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
93,38,1,42,1,-1,120,5,4,1,1,2,2,2,2,2,2,2
93,60,1,40,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
93,27,2,40,1,-1,57,1,7,1,1,1,1,2,2,1,2,2
93,32,1,39,1,1,57,1,1,1,1,1,1,1,1,1,1,1
93,47,1,39,1,-1,57,1,4,1,1,1,2,1,2,2,2,1
93,62,1,33,1,1,303,4,1,1,1,1,2,2,2,2,2,2
93,26,1,39,1,1,303,4,1,1,1,1,1,1,1,1,1,1
93,42,2,33,1,1,303,5,1,1,1,1,2,2,2,2,2,2
93,46,2,42,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
93,48,2,40,1,-1,57,1,1,1,1,1,2,1,1,1,1,2
93,54,2,40,1,-1,57,1,1,1,1,1,1,1,1,2,1,1
84,37,1,43,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
84,22,1,41,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
84,34,1,42,1,-1,57,1,1,1,1,1,1,1,2,2,1,1
84,57,2,43,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
84,42,1,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
84,40,2,44,1,5,57,1,1,1,1,1,1,1,2,1,2,2
84,42,2,43,1,3,57,1,4,1,1,1,1,1,1,2,1,1
84,59,2,43,1,-1,57,1,5,1,1,1,1,1,2,2,2,2
84,28,1,39,1,-1,57,1,1,1,1,1,1,1,1,2,1,1
84,32,2,40,4,-1,57,1,1,1,2,2,2,2,2,2,2,2
84,55,1,40,1,-1,57,1,1,1,1,1,1,1,1,2,1,2
84,49,1,43,1,-1,57,1,1,1,1,1,2,1,2,2,1,1
84,27,1,40,1,1,57,1,7,1,1,1,1,1,1,1,1,1
84,56,1,40,1,-1,57,1,5,1,1,1,1,1,1,2,1,2
84,34,2,42,1,-1,57,1,7,1,1,1,2,2,2,2,2,2
84,20,2,39,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
84,62,2,39,1,-1,57,1,5,1,1,2,2,2,2,2,2,2
84,65,1,43,1,-1,57,1,5,1,1,1,1,1,2,2,1,1
84,65,1,31,2,-1,448,4,5,1,2,2,2,2,2,2,2,2
84,49,2,37,1,1,57,1,6,1,1,2,2,2,2,2,2,2
84,35,2,42,1,-1,57,1,7,1,1,1,1,1,2,2,1,2
95,43,2,39,4,-1,57,1,6,2,2,2,2,2,2,2,2,1
95,57,1,41,4,-1,57,1,1,1,2,2,2,2,2,2,2,2
95,42,1,43,4,-1,57,1,1,1,1,1,1,1,2,2,2,2
95,42,2,39,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
95,36,2,43,8,-1,240,3,1,1,1,1,2,2,2,2,2,2
95,34,2,41,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
95,62,2,42,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
95,38,2,43,4,-1,217,5,4,1,1,1,1,1,1,1,1,1
95,51,2,39,15,-1,57,1,6,1,1,1,2,2,2,2,2,2
95,27,2,40,4,-1,217,5,7,1,1,1,1,1,1,1,1,1
95,63,2,43,4,-1,57,1,1,1,1,1,1,1,1,1,1,1
95,56,2,42,4,-1,57,1,2,2,1,1,1,1,2,2,2,2
95,65,2,41,4,-1,233,4,5,1,2,2,2,2,2,2,2,2
95,45,2,42,4,-1,57,1,6,1,1,1,2,2,2,2,2,2
95,59,2,42,1,-1,57,1,5,1,1,1,2,2,2,2,2,2
95,59,1,40,1,-1,57,1,1,1,1,1,1,1,2,2,2,1
95,58,2,40,4,-1,233,4,4,1,1,1,1,1,2,1,2,2
95,43,1,43,4,-1,233,4,1,1,1,2,2,2,2,2,2,2
95,18,2,39,1,1,303,5,7,1,1,1,1,2,1,1,1,1
82,51,2,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
82,63,1,43,1,-1,57,1,5,1,1,1,2,1,2,2,2,2
82,56,2,39,1,-1,57,1,7,1,1,1,1,1,2,2,2,2
82,59,2,39,3,-1,57,1,1,1,2,2,2,2,2,2,2,2
82,39,2,43,1,-1,57,1,7,1,1,1,1,1,2,1,2,1
82,19,1,37,4,-1,229,5,7,2,2,1,2,2,1,2,2,1
82,44,2,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
82,29,1,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
82,58,2,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
82,40,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
82,36,2,41,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
82,52,2,36,1,-1,57,1,6,1,1,2,2,2,2,1,2,2
82,46,2,39,1,-1,57,1,6,1,1,2,1,2,2,2,2,2
82,28,1,40,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
82,24,2,36,1,-1,57,1,7,1,1,1,2,2,1,2,2,2
82,49,1,41,7,-1,57,1,1,1,1,2,1,1,2,2,1,1
82,42,2,42,1,-1,301,3,1,1,1,1,1,1,1,1,1,1
82,37,2,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
82,52,2,43,1,-1,57,1,1,1,1,1,1,1,2,1,2,1
82,55,2,42,1,4,134,5,4,1,1,2,2,1,2,2,2,2
82,48,1,39,1,1,57,1,1,1,1,1,2,2,2,2,2,2
82,19,1,40,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
82,44,2,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
82,60,1,39,1,-1,57,1,5,1,2,2,2,2,2,2,2,2
82,65,2,43,1,-1,57,1,5,1,2,2,2,2,2,2,2,2
33,47,2,40,1,-1,57,1,6,1,1,2,2,2,1,2,2,2
33,24,1,43,1,-1,57,1,7,1,1,1,1,2,2,1,1,1
33,38,2,40,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
33,46,2,39,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
33,31,1,39,1,-1,57,1,1,1,1,1,1,2,2,2,1,2
33,28,1,39,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,44,1,39,1,-1,57,1,1,1,1,1,1,2,2,2,1,2
33,35,1,40,2,-1,57,1,1,1,2,1,2,2,1,1,2,2
33,55,2,44,1,-1,57,1,4,1,1,1,1,1,2,2,2,2
33,47,2,43,4,-1,217,4,7,1,2,2,2,2,2,2,2,2
33,30,1,39,2,-1,57,1,7,1,1,1,1,1,1,1,2,2
33,31,2,44,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
33,53,1,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
33,48,2,44,4,-1,57,1,5,1,1,2,2,2,2,2,2,2
33,29,1,39,1,1,303,4,1,1,1,2,2,1,2,2,2,2
33,23,2,40,2,-1,57,1,1,1,2,1,1,1,2,2,1,1
33,28,2,39,2,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,37,1,39,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,35,2,44,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,37,2,42,1,-1,57,1,1,1,1,2,1,2,2,2,2,2
33,22,2,40,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,54,1,44,4,-1,210,5,1,1,1,2,2,2,2,2,2,2
33,43,2,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,37,2,43,1,-1,57,1,7,1,1,1,2,2,2,2,2,2
33,24,1,40,2,-1,57,1,7,1,1,1,2,1,2,2,2,2
33,41,1,44,1,-1,57,1,1,1,1,1,1,1,2,2,2,1
33,30,1,39,2,-1,57,1,1,1,1,1,1,1,2,1,1,1
33,45,1,46,4,-1,210,5,1,1,2,2,2,2,2,2,2,2
33,46,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,65,1,44,1,-1,57,1,5,1,1,2,2,2,2,2,2,2
33,31,2,40,1,5,129,3,4,1,1,1,1,1,1,1,1,1
33,46,1,44,1,-1,57,1,1,1,1,1,1,1,1,2,1,1
33,38,2,44,1,1,57,1,1,1,1,2,2,2,2,2,2,2
33,40,2,43,1,-1,164,5,1,1,1,1,1,1,1,2,2,2
33,51,2,39,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
33,51,2,43,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
33,32,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,27,2,44,4,-1,210,5,7,1,2,1,2,1,2,2,2,2
33,51,1,36,1,2,73,2,1,1,1,2,2,2,2,2,2,2
33,62,1,43,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
33,32,1,39,1,-1,57,1,1,1,1,1,1,1,2,2,1,1
33,49,2,39,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,50,1,40,1,-1,57,1,6,1,1,1,1,1,2,1,1,1
33,30,1,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,35,2,41,1,-1,57,1,1,1,1,2,1,1,1,1,1,1
33,48,1,44,1,-1,57,1,4,1,1,1,1,1,2,2,1,2
33,64,2,44,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
33,19,1,39,1,1,57,1,1,1,1,2,2,2,2,2,2,2
33,55,2,40,2,-1,57,1,6,1,2,2,2,2,2,2,2,2
33,56,1,39,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
33,44,2,37,2,-1,57,1,6,1,2,2,2,2,2,2,2,2
33,25,1,41,1,1,57,1,1,1,1,1,2,2,2,2,2,2
33,35,1,43,1,1,57,1,1,1,1,1,1,1,1,1,1,2
33,19,2,40,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
33,46,2,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
33,43,1,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,2
33,58,1,40,2,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,44,2,44,2,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,49,1,40,1,-1,57,1,1,1,2,1,2,2,2,2,2,2
33,60,1,39,1,-1,57,1,1,2,2,2,2,2,2,2,2,2
33,61,1,42,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
33,27,2,43,4,-1,210,5,1,1,2,2,2,1,2,1,2,2
33,59,1,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
33,49,1,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
33,36,2,41,1,-1,57,1,5,1,1,1,1,1,1,1,1,1
33,62,1,43,1,-1,57,1,1,1,1,1,1,1,2,2,1,2
33,42,2,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,65,2,43,1,-1,57,1,5,1,1,2,2,2,2,2,2,2
33,24,1,39,2,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,38,1,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,64,1,43,1,-1,57,1,1,1,1,2,2,1,2,2,2,2
33,42,1,39,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
33,55,2,40,1,-1,57,1,2,1,2,2,2,2,2,2,2,2
33,48,2,43,1,-1,157,4,1,2,2,2,2,2,2,2,2,2
33,60,1,39,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
33,47,1,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
33,50,2,39,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,33,1,42,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
33,52,1,39,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
32,43,2,45,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
32,48,1,41,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
32,60,1,43,1,-1,57,1,5,1,1,1,1,1,2,2,2,2
32,22,2,42,1,-1,57,1,2,2,2,2,2,2,2,2,2,2
32,65,2,43,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
32,37,2,42,1,-1,57,1,7,1,1,1,2,2,1,2,1,2
32,64,1,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
32,56,2,39,1,-1,57,1,5,1,1,1,2,2,2,2,2,2
32,58,1,37,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
32,51,2,39,1,-1,57,1,4,1,1,2,2,1,2,1,2,2
32,21,1,40,1,-1,57,1,1,1,1,1,1,1,2,2,2,1
32,28,1,43,1,-1,57,1,7,1,1,1,1,1,1,1,1,1
32,53,1,39,1,-1,57,1,2,1,1,2,2,2,2,2,2,2
32,55,2,35,1,-1,57,1,6,1,2,2,2,2,2,2,2,2
32,64,2,40,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
32,33,2,44,1,-1,57,1,1,1,2,2,2,2,2,2,2,2
32,44,1,40,2,-1,57,1,1,1,1,1,2,1,2,2,1,1
32,51,1,40,1,-1,57,1,1,2,1,1,2,2,2,2,2,2
32,31,1,40,1,-1,57,1,1,1,1,1,1,1,1,1,1,2
32,48,2,40,2,-1,57,1,7,1,1,1,1,1,1,1,1,1
32,21,2,37,1,1,303,5,1,1,1,2,2,2,2,2,2,2
32,51,2,43,2,-1,57,1,4,1,1,1,1,1,2,2,1,2
32,53,1,42,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
32,53,1,42,1,4,57,1,5,1,1,1,1,1,2,2,2,2
32,59,1,40,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
32,61,2,44,1,-1,57,1,5,1,2,2,2,2,2,2,2,2
32,35,2,42,4,5,233,3,4,1,2,2,1,1,2,1,2,2
32,30,1,40,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
32,34,1,43,1,-1,57,1,4,1,1,1,1,1,1,1,1,1
32,48,2,43,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
32,29,2,41,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
32,42,2,39,1,-1,57,1,1,1,1,1,1,1,1,1,2,2
32,32,2,39,1,-1,57,1,4,1,1,1,2,2,2,2,2,2
32,62,1,34,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
32,63,1,44,1,-1,57,1,1,1,1,1,1,2,2,2,1,2
32,40,2,43,1,-1,57,1,7,1,1,1,1,1,1,2,1,2
32,28,1,39,1,-1,57,1,1,1,1,1,1,1,2,2,2,2
42,44,2,39,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
42,55,1,39,1,-1,57,1,1,1,1,2,2,2,2,2,2,2
42,46,2,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
42,54,2,43,1,-1,57,1,1,1,1,1,2,1,2,2,2,2
42,54,2,34,1,-1,57,1,6,1,1,1,2,2,2,2,2,2
42,55,2,43,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
42,29,1,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
42,36,2,43,1,-1,57,1,1,1,1,1,1,1,1,1,1,1
42,37,2,40,1,-1,57,1,1,1,1,1,2,2,2,2,2,2
42,30,2,43,4,-1,210,5,7,1,1,1,1,1,2,1,1,1
42,51,1,39,1,-1,57,1,2,1,1,2,2,2,2,2,2,2
42,50,2,43,1,-1,57,1,1,1,1,1,1,1,2,1,1,1
